keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
dwi lawyer cost,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,1,Breaking Down The Cost Of Hiring A Colorado Criminal Defense,https://colawteam.com/blog/how-much-does-a-federal-criminal-defense-attorney-cost/,"The cost of hiring a Colorado criminal defense attorney can vary widely. On average, you might expect to pay anywhere from $100 to $1,000 per hour. But this ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,colawteam.com,25,38,1,2971,400,3030,,
dwi lawyer cost,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,2,DWI Lawyer Cost And The Overall DWI Cost In NC - NC Law Talk,https://nclawtalk.com/dwi-lawyer-cost-and-the-overall-dwi-cost-in-nc/,Missing: Greenwood Village,,,,,,,,,nclawtalk.com,26,33,1,1232,331,9761,,
dwi lawyer cost,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,3,How Much is a Criminal Defense Attorney? | Colorado Federal ...,https://www.mdavidlindsey.com/blog/how-much-is-a-criminal-defense-attorney/,Criminal defense attorneys typically charge either an hourly fee or a flat fee. An hourly fee means that you pay the lawyer for each hour of work they do on ...,,,,,,,,,mdavidlindsey.com,22,32,7,1817,235,8030,,
dwi lawyers,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,1,"Joseph A. Lazzara | DUI Attorney | Greenwood Village, CO 80111",https://www.ncdd.com/attorneys/1857-joseph-lazzara,"Joseph A. Lazzara | DUI Attorney | Greenwood Village, CO 80111 | 303-429-6200.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ncdd.com,35,45,3,41233,2179,380688,,
dwi lawyers near me,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,3,Greenwood Village Criminal Defense Lawyer,https://www.lazzaralegal.com/greenwood-village-criminal-defense/,Why Choose Our Criminal Defense Firm? · 25+ years of proven experience · National College for DUI Defense's Top 100 · Certified in the Colorado Standardized Field ...,,,,,,,,,lazzaralegal.com,19,27,1,2013,130,37411,,
oui lawyers near me,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,1,Phoenix DUI/DWI/OUI Defense Attorney - Blischak Law Firm,https://blischaklaw.com/dui/,"Are you being charged for a DUI, DWI, or OUI? Contact our attorneys at Blischak Law today for a free consultation. Call us at 480-333-4444.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blischaklaw.com,25,27,1,766,193,1618,,
oui lawyers near me,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,3,Phoenix DUI Lawyer | Gun Crimes and Sex Crimes | Castillo Law ...,https://castillolawphoenix.com/,"Castillo Law is a boutique law firm with a small, experienced, and close-knit staff. ... DUI/OUI Crimes · Learn More · Theft Crimes · Learn More · Shoplifting ...",,,,,,,,,castillolawphoenix.com,28,36,2,1220,343,1597,,
air pollution legal experts near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,2,Pollution - Western Resource Advocates,https://westernresourceadvocates.org/climate-change/pollution/,Climate change worsens summertime ozone levels in major urban areas around the West and leads to massive emissions of fine particulate matter from wildfires.,,,,,,,,,westernresourceadvocates.org,51,48,-1,27287,2313,28298,,
ovi lawyers near me,Greenwood Village,DUI-HighVolume-- Greenwood Village.xlsx,3,Greenwood Village Criminal Defense Lawyer,https://www.lazzaralegal.com/greenwood-village-criminal-defense/,"Greenwood Village Criminal Defense Lawyer. A Trusted Name in Criminal Cases for Over 25 Years. Greenwood Village Office: 5950 South Willow Drive, Suite 250",,,,,,,,,lazzaralegal.com,19,27,1,2013,130,37411,,
best law firms for environmental justice cases near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,"Best Environmental And Land Use Law Firms in Denver, CO",https://www.bcgsearch.com/bestlawfirms/pa-4-loc-2658005/colorado/denver/environmental-and-land-use,"Find the best environmental and land use law firm ranking near me Denver, CO, search by near cites of Denver on BCGSearch.com.",,,,,,,,,bcgsearch.com,49,49,1,1723515,5845,13450036,,
clean energy and environmental law attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,Land Use & Environmental Attorneys in SW Florida,https://www.henlaw.com/practices/land-use-environmental/,"Attorneys at Henderson Franklin represent private and public interests in land use and environmental law, permitting, zoning, litigation, and related legal ...",,,,,,,,,henlaw.com,37,37,1,6862,752,7415,,
environmental compliance attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,1,"Burns, Figa & Will: Home",https://www.bfwlaw.com/,"Attorney Website Design by Legal Web Design. 6400 S. Fiddlers Green Circle Suite 1000, Greenwood Village, CO 80111. Tel (303) 796-2626. Fax (303) 796-2777",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bfwlaw.com,26,33,7,2239,247,3686,,
environmental compliance attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,"Environmental Litigation - Burns, Figa & Will",https://www.bfwlaw.com/practice/environmental-litigation/,"Our attorneys regularly handle a range of environmental cases, including: ... Greenwood Village, CO 80111. Tel (303) 796-2626. Fax (303) 796-2777. Email info ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
environmental impact assessment lawyers in my city,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,"Endangered Species & Environmental Assessment - Burns, Figa & Will",https://www.bfwlaw.com/practice/endangered-species-environmental-assessment/,"We provide clients experienced evaluation and advice regarding protected species and habitat, environmental assessments and environmental impact statements, ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
environmental litigation law firm near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,1,"Burns, Figa & Will: Home",https://www.bfwlaw.com/,"Environmental Litigation · Intellectual Property Disputes · Personal ... Greenwood Village, CO 80111. Tel (303) 796-2626. Fax (303) 796-2777. Email info ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bfwlaw.com,26,33,7,2239,247,3686,,
environmental litigation law firm near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,"Environmental Litigation - Burns, Figa & Will",https://www.bfwlaw.com/practice/environmental-litigation/,Our environmental litigators work hand-in-glove with our widely recognized environmental legal team to help our clients achieve favorable and cost-effective ...,,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
industrial waste and environmental law attorneys nearby,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,1,Environmental Law & Regulation - Roetzel & Andress LPA,https://www.ralaw.com/services/environmental_law,Missing: Greenwood Village,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ralaw.com,42,41,3,22443,1045,1945342,,
environmental protection law firms in my area,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,"Environmental Litigation - Burns, Figa & Will",https://www.bfwlaw.com/practice/environmental-litigation/,"Our attorneys regularly handle a range of environmental cases, including: Contaminated Properties; Asbestos Removal Litigation; Solid and Hazardous Waste; Oil ...",,,,,,,,,bfwlaw.com,26,33,7,2239,247,3686,,
land use and zoning environmental lawyer near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,1,"Denver Land Use Lawyer | Baker Law Group, PLLC",https://jbakerlawgroup.com/denver-land-use-lawyer/,"It includes zoning laws, subdivision regulations, environmental laws ... Greenwood Village, Colorado: 8301 E Prentice Ave #405, Greenwood Village, CO ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jbakerlawgroup.com,54,43,1,10130,1052,11566,,
adoption attorneys,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,Denver Adoption Lawyer | TOP Greenwood Village Attorneys,https://elkusandsisson.com/practice-areas/family-law/adoption/,"Elkus & Sisson, P.C. are adoption attorneys in Greenwood Village located just a short drive from downtown Denver. Our address is 7100 E Belleview Avenue, Suite ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,elkusandsisson.com,29,34,1,3597,390,4225,,
adoption attorneys,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,3,"Denver Adoption Attorneys - Ammarell Deasy, LLP",https://www.adlawcolorado.com/adoption/,"The dedicated Greenwood Village family law attorneys at Ammarell Deasy, LLP, can ensure that you understand the legal consequences of your adoption and that ...",,,,,,,,,adlawcolorado.com,21,26,1,1322,76,23664,,
toxic waste and hazardous materials attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,1,Toxic Waste Pollution Lawyers | California | Matern Law Group,https://www.maternlawgroup.com/practice-areas/environmental-law/environmental-law-toxic-waste-pollution/,Missing: Greenwood Village,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,maternlawgroup.com,27,32,1,866,354,1113,,
toxic waste and hazardous materials attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,2,Toxic Exposure Lawyer in Los Angeles - The Dominguez Firm,https://dominguezfirm.com/toxic-exposure-lawyer-los-angeles/,Missing: Greenwood Village,,,,,,,,,dominguezfirm.com,38,46,1,23132,1795,23392,,
toxic waste and hazardous materials attorney near me,Greenwood Village,EnvironmentalLaw-LongTail-- Greenwood Village.xlsx,3,California Hazardous Exposure Lawyers | No Fee If No Recovery,https://personalinjurylawcal.com/hazardous-exposure-lawyer/,Missing: Greenwood Village,,,,,,,,,personalinjurylawcal.com,36,46,1,29316,2141,375166,,
child support lawyer,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,"Dedicated Child Support Lawyers in Greenwood Village, CO",https://www.lrhlaw.com/practice-areas/child-support/,"Contact a Greenwood Village child support lawyer today for a free consultation. The Law Offices of Leonard R. Higdon in Greenwood Village, CO provides personalized representation for clients in child support disputes. Call 303-740-1966 or contact us online to schedule a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lrhlaw.com,18,28,2,2443,107,3082,,
child support lawyer,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,2,"Child Support Attorney Greenwood Village, CO",https://www.saltzmanlaw.com/practice-areas/family-law/child-support/,"The Law Offices of Bonnie E. Saltzman, LLC in Greenwood Village handles a full range of child support concerns for Colorado parents. Please call 720-388-1565 or ...",,,,,,,,,saltzmanlaw.com,15,25,2,550,77,3238,,
child custody lawyers,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,Child Custody Lawyer Greenwood Village | Managing Disputes in CO,https://www.lrhlaw.com/practice-areas/child-custody/,"Contact a Greenwood Village child custody lawyer today for a free consultation. The Law Offices of Leonard R. Higdon in Greenwood Village, CO provides professional representation for clients in all types of child custody matters. Call 303-740-1966 or contact us online to schedule a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lrhlaw.com,18,28,2,2443,107,3082,,
child custody lawyers,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,2,Greenwood Village Child Custody Lawyers - Plog & Stein PC,https://www.plogsteinlaw.com/greenwood-village-child-custody-lawyer/,Our Greenwood Village child custody lawyers have over 70 years of combined experience helping families throughout Denver. Contact us at (303) 781-0322.,,,,,,,,,plogsteinlaw.com,26,36,1,5329,523,39255,,
child custody lawyers,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,3,Greenwood Village Family Law Attorneys - Hogan Omidi P.C.,https://www.hoganomidi.com/greenwood-village-family-law-attorney/,"Child Custody. Our Greenwood Village family attorneys help you identify your long-term objectives, such as having a positive relationship with your child and ...",,,,,,,,,hoganomidi.com,29,28,2,15440,227,45225,,
child custody lawyers near me,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,Greenwood Village Family Law Attorneys - Hogan Omidi P.C.,https://www.hoganomidi.com/greenwood-village-family-law-attorney/,We can help you with any family legal issue you are confronting. You can schedule a confidential consultation with a knowledgeable Greenwood Village family attorney by calling us at (303) 691-9600 or contacting us online.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hoganomidi.com,29,28,2,15440,227,45225,,
child custody lawyers near me,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,2,Greenwood Village Child Custody Lawyers - Plog & Stein PC,https://www.plogsteinlaw.com/greenwood-village-child-custody-lawyer/,Our Greenwood Village child custody lawyers have over 70 years of combined experience helping families throughout Denver. Contact us at (303) 781-0322.,,,,,,,,,plogsteinlaw.com,26,36,1,5329,523,39255,,
child custody lawyers near me,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,3,"Divorce and Family Law Attorney in Greenwood Village, Colorado",https://www.petrellilaw.com/colorado-family-lawyer/arapahoe-county/divorce-family-lawyer-in-greenwood-village/,Find experienced family law attorneys in Greenwood Village. We offer guidance and support for divorce and a variety of family law issues.,,,,,,,,,petrellilaw.com,40,44,1,67398,1899,67808,,
child support attorneys,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,"Dedicated Child Support Lawyers in Greenwood Village, CO",https://www.lrhlaw.com/practice-areas/child-support/,"Contact a Greenwood Village child support lawyer today for a free consultation. The Law Offices of Leonard R. Higdon in Greenwood Village, CO provides personalized representation for clients in child support disputes. Call 303-740-1966 or contact us online to schedule a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lrhlaw.com,18,28,2,2443,107,3082,,
child support attorneys,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,3,"Child Support Attorney Greenwood Village, CO",https://www.saltzmanlaw.com/practice-areas/family-law/child-support/,"The Law Offices of Bonnie E. Saltzman, LLC in Greenwood Village handles a full range of child support concerns for Colorado parents. Please call 720-388-1565 or ...",,,,,,,,,saltzmanlaw.com,15,25,2,550,77,3238,,
custody attorney greenwood village,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,1,Greenwood Village Family Law Attorneys - Hogan Omidi P.C.,https://www.hoganomidi.com/greenwood-village-family-law-attorney/,"Contact the family law attorneys at Hogan Omidi, P.C today to schedule your initial consultation. (303) 691-9600.",,,,,,,,,hoganomidi.com,29,28,2,15440,227,45225,,
custody attorney greenwood village,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,2,Greenwood Village Child Custody Lawyers - Plog & Stein PC,https://www.plogsteinlaw.com/greenwood-village-child-custody-lawyer/,Our Greenwood Village child custody lawyers have over 70 years of combined experience helping families throughout Denver. Contact us at (303) 781-0322.,,,,,,,,,plogsteinlaw.com,26,36,1,5329,523,39255,,
custody attorney greenwood village,Greenwood Village,FamilyLaw-HighVolume -- Greenwood Village.xlsx,3,Family Law Attorney | Divorce Lawyer | Child Custody Law Firm ...,https://www.saltzmanlaw.com/,"Saltzman, LLC in Greenwood Village assists Colorado residents with a full range of family legal concerns, such as divorces, custody matters and juvenile law ...",,,,,,,,,saltzmanlaw.com,15,25,2,550,77,3238,,
